CustomerId,FirstName,LastName,Company,Address,City,State,Country,PostalCode,Phone,Fax,Email,SupportRepId,InvoiceID,total_price,track_quantity
9,Kara,Nielsen,NULL,"Sønder Boulevard 51",Copenhagen,NULL,Denmark,1720,"+453 3331 9991",NULL,kara.nielsen@jubii.dk,4,274,1.98,2
9,Kara,Nielsen,NULL,"Sønder Boulevard 51",Copenhagen,NULL,Denmark,1720,"+453 3331 9991",NULL,kara.nielsen@jubii.dk,4,285,13.86,14
9,Kara,Nielsen,NULL,"Sønder Boulevard 51",Copenhagen,NULL,Denmark,1720,"+453 3331 9991",NULL,kara.nielsen@jubii.dk,4,340,8.91,9
10,Eduardo,Martins,"Woodstock Discos","Rua Dr. Falcão Filho, 155","São Paulo",SP,Brazil,01007-010,"+55 (11) 3033-5446","+55 (11) 3033-4564",eduardo@woodstock.com.br,4,25,8.91,9
10,Eduardo,Martins,"Woodstock Discos","Rua Dr. Falcão Filho, 155","São Paulo",SP,Brazil,01007-010,"+55 (11) 3033-5446","+55 (11) 3033-4564",eduardo@woodstock.com.br,4,154,1.98,2
10,Eduardo,Martins,"Woodstock Discos","Rua Dr. Falcão Filho, 155","São Paulo",SP,Brazil,01007-010,"+55 (11) 3033-5446","+55 (11) 3033-4564",eduardo@woodstock.com.br,4,177,3.96,4
10,Eduardo,Martins,"Woodstock Discos","Rua Dr. Falcão Filho, 155","São Paulo",SP,Brazil,01007-010,"+55 (11) 3033-5446","+55 (11) 3033-4564",eduardo@woodstock.com.br,4,199,5.94,6
10,Eduardo,Martins,"Woodstock Discos","Rua Dr. Falcão Filho, 155","São Paulo",SP,Brazil,01007-010,"+55 (11) 3033-5446","+55 (11) 3033-4564",eduardo@woodstock.com.br,4,251,0.99,1
10,Eduardo,Martins,"Woodstock Discos","Rua Dr. Falcão Filho, 155","São Paulo",SP,Brazil,01007-010,"+55 (11) 3033-5446","+55 (11) 3033-4564",eduardo@woodstock.com.br,4,372,1.98,2
10,Eduardo,Martins,"Woodstock Discos","Rua Dr. Falcão Filho, 155","São Paulo",SP,Brazil,01007-010,"+55 (11) 3033-5446","+55 (11) 3033-4564",eduardo@woodstock.com.br,4,383,13.86,14
11,Alexandre,Rocha,"Banco do Brasil S.A.","Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,"+55 (11) 3055-3278","+55 (11) 3055-8131",alero@uol.com.br,5,57,1.98,2
11,Alexandre,Rocha,"Banco do Brasil S.A.","Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,"+55 (11) 3055-3278","+55 (11) 3055-8131",alero@uol.com.br,5,68,13.86,14
11,Alexandre,Rocha,"Banco do Brasil S.A.","Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,"+55 (11) 3055-3278","+55 (11) 3055-8131",alero@uol.com.br,5,123,8.91,9
11,Alexandre,Rocha,"Banco do Brasil S.A.","Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,"+55 (11) 3055-3278","+55 (11) 3055-8131",alero@uol.com.br,5,252,1.98,2
11,Alexandre,Rocha,"Banco do Brasil S.A.","Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,"+55 (11) 3055-3278","+55 (11) 3055-8131",alero@uol.com.br,5,275,3.96,4
11,Alexandre,Rocha,"Banco do Brasil S.A.","Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,"+55 (11) 3055-3278","+55 (11) 3055-8131",alero@uol.com.br,5,297,5.94,6
11,Alexandre,Rocha,"Banco do Brasil S.A.","Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,"+55 (11) 3055-3278","+55 (11) 3055-8131",alero@uol.com.br,5,349,0.99,1
12,Roberto,Almeida,Riotur,"Praça Pio X, 119","Rio de Janeiro",RJ,Brazil,20040-020,"+55 (21) 2271-7000","+55 (21) 2271-7070",roberto.almeida@riotur.gov.br,3,34,0.99,1
12,Roberto,Almeida,Riotur,"Praça Pio X, 119","Rio de Janeiro",RJ,Brazil,20040-020,"+55 (21) 2271-7000","+55 (21) 2271-7070",roberto.almeida@riotur.gov.br,3,155,1.98,2
12,Roberto,Almeida,Riotur,"Praça Pio X, 119","Rio de Janeiro",RJ,Brazil,20040-020,"+55 (21) 2271-7000","+55 (21) 2271-7070",roberto.almeida@riotur.gov.br,3,166,13.86,14
12,Roberto,Almeida,Riotur,"Praça Pio X, 119","Rio de Janeiro",RJ,Brazil,20040-020,"+55 (21) 2271-7000","+55 (21) 2271-7070",roberto.almeida@riotur.gov.br,3,221,8.91,9
12,Roberto,Almeida,Riotur,"Praça Pio X, 119","Rio de Janeiro",RJ,Brazil,20040-020,"+55 (21) 2271-7000","+55 (21) 2271-7070",roberto.almeida@riotur.gov.br,3,350,1.98,2
12,Roberto,Almeida,Riotur,"Praça Pio X, 119","Rio de Janeiro",RJ,Brazil,20040-020,"+55 (21) 2271-7000","+55 (21) 2271-7070",roberto.almeida@riotur.gov.br,3,373,3.96,4
12,Roberto,Almeida,Riotur,"Praça Pio X, 119","Rio de Janeiro",RJ,Brazil,20040-020,"+55 (21) 2271-7000","+55 (21) 2271-7070",roberto.almeida@riotur.gov.br,3,395,5.94,6
13,Fernanda,Ramos,NULL,"Qe 7 Bloco G",Brasília,DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br,4,35,1.98,2
13,Fernanda,Ramos,NULL,"Qe 7 Bloco G",Brasília,DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br,4,58,3.96,4
13,Fernanda,Ramos,NULL,"Qe 7 Bloco G",Brasília,DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br,4,80,5.94,6
13,Fernanda,Ramos,NULL,"Qe 7 Bloco G",Brasília,DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br,4,132,0.99,1
13,Fernanda,Ramos,NULL,"Qe 7 Bloco G",Brasília,DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br,4,253,1.98,2
13,Fernanda,Ramos,NULL,"Qe 7 Bloco G",Brasília,DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br,4,264,13.86,14
13,Fernanda,Ramos,NULL,"Qe 7 Bloco G",Brasília,DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br,4,319,8.91,9
14,Mark,Philips,Telus,"8210 111 ST NW",Edmonton,AB,Canada,"T6G 2C7","+1 (780) 434-4554","+1 (780) 434-5565",mphilips12@shaw.ca,5,4,8.91,9
14,Mark,Philips,Telus,"8210 111 ST NW",Edmonton,AB,Canada,"T6G 2C7","+1 (780) 434-4554","+1 (780) 434-5565",mphilips12@shaw.ca,5,133,1.98,2
14,Mark,Philips,Telus,"8210 111 ST NW",Edmonton,AB,Canada,"T6G 2C7","+1 (780) 434-4554","+1 (780) 434-5565",mphilips12@shaw.ca,5,156,3.96,4
14,Mark,Philips,Telus,"8210 111 ST NW",Edmonton,AB,Canada,"T6G 2C7","+1 (780) 434-4554","+1 (780) 434-5565",mphilips12@shaw.ca,5,178,5.94,6
14,Mark,Philips,Telus,"8210 111 ST NW",Edmonton,AB,Canada,"T6G 2C7","+1 (780) 434-4554","+1 (780) 434-5565",mphilips12@shaw.ca,5,230,0.99,1
14,Mark,Philips,Telus,"8210 111 ST NW",Edmonton,AB,Canada,"T6G 2C7","+1 (780) 434-4554","+1 (780) 434-5565",mphilips12@shaw.ca,5,351,1.98,2
14,Mark,Philips,Telus,"8210 111 ST NW",Edmonton,AB,Canada,"T6G 2C7","+1 (780) 434-4554","+1 (780) 434-5565",mphilips12@shaw.ca,5,362,13.86,14
15,Jennifer,Peterson,"Rogers Canada","700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8","+1 (604) 688-2255","+1 (604) 688-8756",jenniferp@rogers.ca,3,36,1.98,2
15,Jennifer,Peterson,"Rogers Canada","700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8","+1 (604) 688-2255","+1 (604) 688-8756",jenniferp@rogers.ca,3,47,13.86,14
15,Jennifer,Peterson,"Rogers Canada","700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8","+1 (604) 688-2255","+1 (604) 688-8756",jenniferp@rogers.ca,3,102,9.91,9
15,Jennifer,Peterson,"Rogers Canada","700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8","+1 (604) 688-2255","+1 (604) 688-8756",jenniferp@rogers.ca,3,231,1.98,2
15,Jennifer,Peterson,"Rogers Canada","700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8","+1 (604) 688-2255","+1 (604) 688-8756",jenniferp@rogers.ca,3,254,3.96,4
15,Jennifer,Peterson,"Rogers Canada","700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8","+1 (604) 688-2255","+1 (604) 688-8756",jenniferp@rogers.ca,3,276,5.94,6
15,Jennifer,Peterson,"Rogers Canada","700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8","+1 (604) 688-2255","+1 (604) 688-8756",jenniferp@rogers.ca,3,328,0.99,1
16,Frank,Harris,"Google Inc.","1600 Amphitheatre Parkway","Mountain View",CA,USA,94043-1351,"+1 (650) 253-0000","+1 (650) 253-0000",fharris@google.com,4,13,0.99,1
16,Frank,Harris,"Google Inc.","1600 Amphitheatre Parkway","Mountain View",CA,USA,94043-1351,"+1 (650) 253-0000","+1 (650) 253-0000",fharris@google.com,4,134,1.98,2
16,Frank,Harris,"Google Inc.","1600 Amphitheatre Parkway","Mountain View",CA,USA,94043-1351,"+1 (650) 253-0000","+1 (650) 253-0000",fharris@google.com,4,145,13.86,14
16,Frank,Harris,"Google Inc.","1600 Amphitheatre Parkway","Mountain View",CA,USA,94043-1351,"+1 (650) 253-0000","+1 (650) 253-0000",fharris@google.com,4,200,8.91,9
16,Frank,Harris,"Google Inc.","1600 Amphitheatre Parkway","Mountain View",CA,USA,94043-1351,"+1 (650) 253-0000","+1 (650) 253-0000",fharris@google.com,4,329,1.98,2
16,Frank,Harris,"Google Inc.","1600 Amphitheatre Parkway","Mountain View",CA,USA,94043-1351,"+1 (650) 253-0000","+1 (650) 253-0000",fharris@google.com,4,352,3.96,4
16,Frank,Harris,"Google Inc.","1600 Amphitheatre Parkway","Mountain View",CA,USA,94043-1351,"+1 (650) 253-0000","+1 (650) 253-0000",fharris@google.com,4,374,5.94,6
17,Jack,Smith,"Microsoft Corporation","1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com,5,14,1.98,2
17,Jack,Smith,"Microsoft Corporation","1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com,5,37,3.96,4
17,Jack,Smith,"Microsoft Corporation","1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com,5,59,5.94,6
17,Jack,Smith,"Microsoft Corporation","1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com,5,111,0.99,1
17,Jack,Smith,"Microsoft Corporation","1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com,5,232,1.98,2
17,Jack,Smith,"Microsoft Corporation","1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com,5,243,13.86,14
17,Jack,Smith,"Microsoft Corporation","1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com,5,298,10.91,9
18,Michelle,Brooks,NULL,"627 Broadway","New York",NY,USA,10012-2612,"+1 (212) 221-3546","+1 (212) 221-4679",michelleb@aol.com,3,112,1.98,2
18,Michelle,Brooks,NULL,"627 Broadway","New York",NY,USA,10012-2612,"+1 (212) 221-3546","+1 (212) 221-4679",michelleb@aol.com,3,135,3.96,4
18,Michelle,Brooks,NULL,"627 Broadway","New York",NY,USA,10012-2612,"+1 (212) 221-3546","+1 (212) 221-4679",michelleb@aol.com,3,157,5.94,6
18,Michelle,Brooks,NULL,"627 Broadway","New York",NY,USA,10012-2612,"+1 (212) 221-3546","+1 (212) 221-4679",michelleb@aol.com,3,209,0.99,1
18,Michelle,Brooks,NULL,"627 Broadway","New York",NY,USA,10012-2612,"+1 (212) 221-3546","+1 (212) 221-4679",michelleb@aol.com,3,330,1.98,2
18,Michelle,Brooks,NULL,"627 Broadway","New York",NY,USA,10012-2612,"+1 (212) 221-3546","+1 (212) 221-4679",michelleb@aol.com,3,341,13.86,14
18,Michelle,Brooks,NULL,"627 Broadway","New York",NY,USA,10012-2612,"+1 (212) 221-3546","+1 (212) 221-4679",michelleb@aol.com,3,396,8.91,9
19,Tim,Goyer,"Apple Inc.","1 Infinite Loop",Cupertino,CA,USA,95014,"+1 (408) 996-1010","+1 (408) 996-1011",tgoyer@apple.com,3,15,1.98,2
19,Tim,Goyer,"Apple Inc.","1 Infinite Loop",Cupertino,CA,USA,95014,"+1 (408) 996-1010","+1 (408) 996-1011",tgoyer@apple.com,3,26,13.86,14
19,Tim,Goyer,"Apple Inc.","1 Infinite Loop",Cupertino,CA,USA,95014,"+1 (408) 996-1010","+1 (408) 996-1011",tgoyer@apple.com,3,81,8.91,9
19,Tim,Goyer,"Apple Inc.","1 Infinite Loop",Cupertino,CA,USA,95014,"+1 (408) 996-1010","+1 (408) 996-1011",tgoyer@apple.com,3,210,1.98,2
19,Tim,Goyer,"Apple Inc.","1 Infinite Loop",Cupertino,CA,USA,95014,"+1 (408) 996-1010","+1 (408) 996-1011",tgoyer@apple.com,3,233,3.96,4
19,Tim,Goyer,"Apple Inc.","1 Infinite Loop",Cupertino,CA,USA,95014,"+1 (408) 996-1010","+1 (408) 996-1011",tgoyer@apple.com,3,255,5.94,6
19,Tim,Goyer,"Apple Inc.","1 Infinite Loop",Cupertino,CA,USA,95014,"+1 (408) 996-1010","+1 (408) 996-1011",tgoyer@apple.com,3,307,1.99,1
20,Dan,Miller,NULL,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",NULL,dmiller@comcast.com,4,113,1.98,2
20,Dan,Miller,NULL,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",NULL,dmiller@comcast.com,4,124,13.86,14
20,Dan,Miller,NULL,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",NULL,dmiller@comcast.com,4,179,8.91,9
20,Dan,Miller,NULL,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",NULL,dmiller@comcast.com,4,308,3.98,2
20,Dan,Miller,NULL,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",NULL,dmiller@comcast.com,4,331,3.96,4
20,Dan,Miller,NULL,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",NULL,dmiller@comcast.com,4,353,5.94,6
20,Dan,Miller,NULL,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",NULL,dmiller@comcast.com,4,405,0.99,1
21,Kathy,Chase,NULL,"801 W 4th Street",Reno,NV,USA,89503,"+1 (775) 223-7665",NULL,kachase@hotmail.com,5,16,3.96,4
21,Kathy,Chase,NULL,"801 W 4th Street",Reno,NV,USA,89503,"+1 (775) 223-7665",NULL,kachase@hotmail.com,5,38,5.94,6
21,Kathy,Chase,NULL,"801 W 4th Street",Reno,NV,USA,89503,"+1 (775) 223-7665",NULL,kachase@hotmail.com,5,90,0.99,1
21,Kathy,Chase,NULL,"801 W 4th Street",Reno,NV,USA,89503,"+1 (775) 223-7665",NULL,kachase@hotmail.com,5,211,1.98,2
21,Kathy,Chase,NULL,"801 W 4th Street",Reno,NV,USA,89503,"+1 (775) 223-7665",NULL,kachase@hotmail.com,5,222,13.86,14
21,Kathy,Chase,NULL,"801 W 4th Street",Reno,NV,USA,89503,"+1 (775) 223-7665",NULL,kachase@hotmail.com,5,277,8.91,9
21,Kathy,Chase,NULL,"801 W 4th Street",Reno,NV,USA,89503,"+1 (775) 223-7665",NULL,kachase@hotmail.com,5,406,1.98,2
